name,description,category,price_pence
Ritz Original Crackers 200g,Ritz Original Crackers 200g is a smart store cupboard choice snack item commonly used in party bowls with familiar shopper confidence ticketed at £7.38,Treats & Snacks,738
Johnsons Bedtime Baby Bath 500ml,Johnsons Bedtime Baby Bath 500ml is a solid family option baby and toddler product built around bedtime routines with useful household fit priced at £6.80,Baby & Toddler,680
Oral B Indicator Toothbrush Medium 2 pack,Oral B Indicator Toothbrush Medium 2 pack is a good kitchen performance personal care product a practical choice for home hygiene routines with a practical pack size valued at £11.20,Health & Beauty,1120
Burgess Hamster Food 750g,Burgess Hamster Food 750g is a practical everyday use pet care line especially handy for fussy eater support with dependable storage life marked at £7.75,Pets,775
Fairy Original Washing Up Liquid 433ml,Fairy Original Washing Up Liquid 433ml is a smart store cupboard choice household cleaner or utility item often selected for kitchen clean downs with simple home handling listed at £15.39,Household & Cleaning,1539
Sainsburys Basmati Rice 1kg,Sainsburys Basmati Rice 1kg is a balanced profile pantry line often selected for family meals with straightforward prep shown at £5.79,Groceries & Essentials,579
Co-op Baby Spinach 200g,Co-op Baby Spinach 200g is a reliable format fresh selection reliable across fresh snacking with clear usage expectations set at £11.16,Fresh Food,1116
Morrisons Bakery Blueberry Muffins 4 pack,Morrisons Bakery Blueberry Muffins 4 pack is a easy repeat buy bakery option easy to use in grab and go bites with good value balance ticketed at £5.72,Bakery,572
Linda McCartney Vegetarian Sausages 400g,Linda McCartney Vegetarian Sausages 400g is a steady value frozen choice designed for quick comfort food with easy shelf or fridge placement priced at £3.91,Frozen Food,391
Haribo Starmix 175g,Haribo Starmix 175g is a balanced profile snack item good for movie nights with repeat buy reliability valued at £3.22,Treats & Snacks,322
Organix Banana Puffcorn 20g,Organix Banana Puffcorn 20g is a reliable format baby and toddler product ideal for travel kits with steady everyday performance marked at £7.10,Baby & Toddler,710
Tresemme Moisture Rich Shampoo 680ml,Tresemme Moisture Rich Shampoo 680ml is a easy repeat buy personal care product well suited to travel wash bag with straightforward prep listed at £1.30,Health & Beauty,130
Pedigree Puppy Dry Food Chicken 2.8kg,Pedigree Puppy Dry Food Chicken 2.8kg is a steady value pet care line a strong pick for training sessions with clear usage expectations running at £5.80,Pets,580
Andrex Gentle Clean Toilet Roll 9 pack,Andrex Gentle Clean Toilet Roll 9 pack is a balanced profile household cleaner or utility item commonly used in routine housework with good value balance currently at £4.65,Household & Cleaning,465
Co-op Sunflower Oil 1L,Co-op Sunflower Oil 1L is a trusted quality pantry line commonly used in lunch prep with dependable storage life ticketed at £1.85,Groceries & Essentials,185
Tesco Mature Cheddar 350g,Tesco Mature Cheddar 350g is a dependable household fit fresh selection built around lunchbox planning with simple home handling priced at £7.34,Fresh Food,734
Morrisons Bakery Blueberry Muffins 4 pack,Morrisons Bakery Blueberry Muffins 4 pack is a consistent results bakery option a practical choice for burger nights with consistent in home results valued at £4.00,Bakery,400
Haagen Dazs Vanilla 460ml,Haagen Dazs Vanilla 460ml is a well matched portioning frozen choice especially handy for portion controlled prep with familiar shopper confidence marked at £9.85,Frozen Food,985
Maltesers Chocolate Bag 102g,Maltesers Chocolate Bag 102g is a trusted quality snack item often selected for sweet and savoury breaks with useful household fit listed at £7.07,Treats & Snacks,707
Aptamil Toddler Milk 1 Plus 800g,Aptamil Toddler Milk 1 Plus 800g is a dependable household fit baby and toddler product reliable across nappy changes with a practical pack size running at £4.50,Baby & Toddler,450
Vaseline Aloe Soothe Body Lotion 400ml,Vaseline Aloe Soothe Body Lotion 400ml is a consistent results personal care product easy to use in before work prep with dependable storage life currently at £4.59,Health & Beauty,459
Whiskas 1 Plus Dry Cat Food Chicken 1.9kg,Whiskas 1 Plus Dry Cat Food Chicken 1.9kg is a well matched portioning pet care line designed for active pet days with simple home handling offered at £15.17,Pets,1517
Scottex Original Toilet Roll 12 pack,Scottex Original Toilet Roll 12 pack is a trusted quality household cleaner or utility item good for family home upkeep with consistent in home results at £10.97,Household & Cleaning,1097
Heinz Tomato Ketchup 460g,Heinz Tomato Ketchup 460g is a smart store cupboard choice pantry line good for value focused shops with clear usage expectations valued at £4.27,Groceries & Essentials,427
Yeo Valley Greek Yogurt 450g,Yeo Valley Greek Yogurt 450g is a solid family option fresh selection ideal for salad bowls with good value balance marked at £5.69,Fresh Food,569
Kingsmill Burger Buns 6 pack,Kingsmill Burger Buns 6 pack is a good kitchen performance bakery option well suited to afternoon snacks with easy shelf or fridge placement listed at £4.53,Bakery,453
Birds Eye Sweetcorn 1kg,Birds Eye Sweetcorn 1kg is a practical everyday use frozen choice a strong pick for family film nights with repeat buy reliability running at £7.52,Frozen Food,752
Walkers Ready Salted Crisps 6 pack,Walkers Ready Salted Crisps 6 pack is a smart store cupboard choice snack item commonly used in weekend sharing with steady everyday performance currently at £7.33,Treats & Snacks,733
Cow and Gate Follow On Milk 800g,Cow and Gate Follow On Milk 800g is a solid family option baby and toddler product built around daily little one care with straightforward prep offered at £1.85,Baby & Toddler,185
Oral B Indicator Toothbrush Medium 2 pack,Oral B Indicator Toothbrush Medium 2 pack is a good kitchen performance personal care product a practical choice for weekend reset with clear usage expectations at £8.21,Health & Beauty,821
Bakers Meaty Meals Adult Dog Food 3kg,Bakers Meaty Meals Adult Dog Food 3kg is a practical everyday use pet care line especially handy for treat rewards with good value balance coming in at £19.27,Pets,1927
Cif Cream Cleaner Original 500ml,Cif Cream Cleaner Original 500ml is a smart store cupboard choice household cleaner or utility item often selected for daily tidy ups with easy shelf or fridge placement shown at £15.64,Household & Cleaning,1564
Silver Spoon Caster Sugar 1kg,Silver Spoon Caster Sugar 1kg is a balanced profile pantry line often selected for meal planning with simple home handling listed at £6.46,Groceries & Essentials,646
Tesco Mature Cheddar 350g,Tesco Mature Cheddar 350g is a reliable format fresh selection reliable across quick kitchen prep with consistent in home results running at £11.53,Fresh Food,1153
Kingsmill 50 50 Medium 800g,Kingsmill 50 50 Medium 800g is a easy repeat buy bakery option easy to use in toast mornings with familiar shopper confidence currently at £1.92,Bakery,192
Birds Eye Breaded Cod Fillets 4 pack,Birds Eye Breaded Cod Fillets 4 pack is a steady value frozen choice designed for last minute suppers with useful household fit offered at £2.28,Frozen Food,228
Foxs Chocolatey Rounds 130g,Foxs Chocolatey Rounds 130g is a balanced profile snack item good for party bowls with a practical pack size at £2.51,Treats & Snacks,251
SMA First Infant Milk 800g,SMA First Infant Milk 800g is a reliable format baby and toddler product ideal for bedtime routines with dependable storage life coming in at £10.70,Baby & Toddler,1070
Dove Original Beauty Bar 4 pack,Dove Original Beauty Bar 4 pack is a easy repeat buy personal care product well suited to home hygiene routines with simple home handling shown at £10.83,Health & Beauty,1083
Whiskas Kitten Poultry Selection 12 pack,Whiskas Kitten Poultry Selection 12 pack is a steady value pet care line a strong pick for fussy eater support with consistent in home results set at £2.10,Pets,210
Finish Quantum Dishwasher Tablets 30 pack,Finish Quantum Dishwasher Tablets 30 pack is a balanced profile household cleaner or utility item commonly used in kitchen clean downs with familiar shopper confidence ticketed at £13.97,Household & Cleaning,1397
Sainsburys Basmati Rice 1kg,Sainsburys Basmati Rice 1kg is a trusted quality pantry line commonly used in family meals with good value balance currently at £6.47,Groceries & Essentials,647
Tesco Mushrooms 300g,Tesco Mushrooms 300g is a dependable household fit fresh selection built around fresh snacking with easy shelf or fridge placement offered at £6.88,Fresh Food,688
Morrisons Bakery Cinnamon Swirls 4 pack,Morrisons Bakery Cinnamon Swirls 4 pack is a consistent results bakery option a practical choice for grab and go bites with repeat buy reliability at £3.28,Bakery,328
Youngs Fish Fingers 10 pack,Youngs Fish Fingers 10 pack is a well matched portioning frozen choice especially handy for quick comfort food with steady everyday performance coming in at £7.04,Frozen Food,704
Cadbury Mini Rolls 10 pack,Cadbury Mini Rolls 10 pack is a trusted quality snack item often selected for movie nights with straightforward prep shown at £1.84,Treats & Snacks,184
Cow and Gate Follow On Milk 800g,Cow and Gate Follow On Milk 800g is a dependable household fit baby and toddler product reliable across travel kits with clear usage expectations set at £10.61,Baby & Toddler,1061
Colgate Total Original Toothpaste 75ml,Colgate Total Original Toothpaste 75ml is a consistent results personal care product easy to use in travel wash bag with good value balance ticketed at £13.49,Health & Beauty,1349
Breeders Celect Cat Litter 20L,Breeders Celect Cat Litter 20L is a well matched portioning pet care line designed for training sessions with easy shelf or fridge placement priced at £4.60,Pets,460
Ariel All in One Pods 24 pack,Ariel All in One Pods 24 pack is a trusted quality household cleaner or utility item good for routine housework with repeat buy reliability valued at £2.52,Household & Cleaning,252
Tesco Red Lentils 500g,Tesco Red Lentils 500g is a smart store cupboard choice pantry line good for lunch prep with consistent in home results at £2.48,Groceries & Essentials,248
M&S Broccoli Florets 300g,M&S Broccoli Florets 300g is a solid family option fresh selection ideal for lunchbox planning with familiar shopper confidence coming in at £10.85,Fresh Food,1085
New York Bakery Original Bagels 5 pack,New York Bakery Original Bagels 5 pack is a good kitchen performance bakery option well suited to burger nights with useful household fit shown at £3.94,Bakery,394
Goodfellas Stonebaked Pepperoni Pizza 332g,Goodfellas Stonebaked Pepperoni Pizza 332g is a practical everyday use frozen choice a strong pick for portion controlled prep with a practical pack size set at £6.08,Frozen Food,608
Nakd Cocoa Delight Bars 4 pack,Nakd Cocoa Delight Bars 4 pack is a smart store cupboard choice snack item commonly used in sweet and savoury breaks with dependable storage life ticketed at £6.74,Treats & Snacks,674
Ella Kitchen Strawberries Apples Pouch 120g,Ella Kitchen Strawberries Apples Pouch 120g is a solid family option baby and toddler product built around nappy changes with simple home handling priced at £5.62,Baby & Toddler,562
